,Taxa_lvl1,Taxa_lvl2,Taxa_lvl3,Taxa_lvl4,Taxa_lvl5,Habitat
32,Fish,Non-Salmon Fish,Rockfish,Rockfish,Rockfish,Marine
33,Fish,Non-Salmon Fish,Sculpin,Irish Lord,Irish Lord,Marine
34,Fish,Non-Salmon Fish,Smelt,Smelt,Smelt,Marine
35,Fish,Non-Salmon Fish,Sole,Sole,Sole,Marine
36,Fish,Non-Salmon Fish,Whitefish,Whitefish,Whitefish,Freshwater_Anadromous
37,Fish,Non-Salmon Fish,Sculpin,Sculpin,Sculpin,Marine
38,Fish,Non-Salmon Fish,Perch,Perch,Perch,Marine
39,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Pacific Tom Cod,Marine
40,Fish,Non-Salmon Fish,Rockfish,Rockfish,Red Rockfish,Marine
41,Fish,Non-Salmon Fish,Rockfish,Rockfish,Quillback Rockfish,Marine
42,Fish,Non-Salmon Fish,Grayling,Grayling,Grayling,Marine
43,Fish,Non-Salmon Fish,Unknown Non-Salmon Fish,Unknown Non-Salmon Fish,Unknown Non-Salmon Fish,Marine
44,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Unknown Gadiformes,Marine
45,Fish,Non-Salmon Fish,Perch,Perch,Sea Perch,Marine
46,Fish,Non-Salmon Fish,Sculpin,Sculpin,Buffalo Sculpin,Marine
47,Fish,Non-Salmon Fish,Shark,Shark,Dogfish,Marine
48,Fish,Non-Salmon Fish,Skates,Skates,Skates,Marine
49,Fish,Non-Salmon Fish,Sole,Sole,Unknown Sole,Marine
50,Fish,Non-Salmon Fish,Char,Char,Brook Trout,Freshwater_Anadromous
51,Fish,Non-Salmon Fish,Bass,Bass,Unknown Bass,Marine
52,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Walleye Pollock (whiting),Marine
53,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Kelp Greenling,Marine
54,Fish,Non-Salmon Fish,Perch,Perch,Unknown Perch,Marine
55,Fish,Non-Salmon Fish,Sculpin,Sculpin,Bullhead Sculpin,Marine
56,Fish,Non-Salmon Fish,Char,Char,Arctic Char,Freshwater_Anadromous
57,Fish,Non-Salmon Fish,Smelt,Smelt,Silver Smelt,Marine
58,Fish,Non-Salmon Fish,Gadiformes,Gadiformes,Pacific (silver) hake,Marine
59,Fish,Non-Salmon Fish,Rockfish,Rockfish,Brown Rockfish,Marine
60,Fish,Non-Salmon Fish,Trout,Trout,Unknown Trout,Freshwater_Anadromous
61,Fish,Non-Salmon Fish,Shark,Shark,Unknown Shark,Marine
62,Fish,Non-Salmon Fish,Smelt,Smelt,Capelin (grunion),Marine
63,Fish,Non-Salmon Fish,Tuna_Mackerel,Tuna_Mackerel,Blue Fin,Marine
64,Fish,Non-Salmon Fish,Pike,Pike,Pike,Marine
65,Fish,Non-Salmon Fish,Sturgeon,Sturgeon,Green Sturgeon,Marine
66,Fish,Non-Salmon Fish,Sturgeon,Sturgeon,White Sturgeon,Marine
67,Fish,Non-Salmon Fish,Whitefish,Whitefish,Unknown Whitefish,Freshwater_Anadromous
68,Fish,Non-Salmon Fish,Hexagrammidae,Hexagrammidae,Unknown Greenling,Marine
69,Fish,Non-Salmon Fish,Smelt,Smelt,Surf Smelt,Marine
70,Fish,Non-Salmon Fish,Eel,Eel,Eel,Marine
71,Fish,Non-Salmon Fish,Burbot,Burbot,Burbot,Marine
72,Fish,Non-Salmon Fish,Sheefish,Sheefish,Sheefish,Marine
73,Land Mammals,Small Land Mammals,Hare,Hare,Hare,Terrestrial
74,Land Mammals,Small Land Mammals,Squirrel,Squirrel,Squirrel,Terrestrial
75,Land Mammals,Large Land Mammals,Deer,Deer,Deer,Terrestrial
76,Land Mammals,Large Land Mammals,Goat,Goat,Goat,Terrestrial
77,Land Mammals,Large Land Mammals,Moose,Moose,Moose,Terrestrial
78,Land Mammals,Small Land Mammals,Beaver,Beaver,Beaver,Terrestrial
79,Land Mammals,Small Land Mammals,Land Otter,Land Otter,Land Otter,Terrestrial
80,Land Mammals,Small Land Mammals,Marten,Marten,Marten,Terrestrial
81,Land Mammals,Small Land Mammals,Mink,Mink,Mink,Terrestrial
82,Land Mammals,Large Land Mammals,Black Bear,Black Bear,Black Bear,Terrestrial
83,Land Mammals,Large Land Mammals,Caribou,Caribou,Caribou,Terrestrial
84,Land Mammals,Large Land Mammals,Elk,Elk,Elk,Terrestrial
85,Land Mammals,Large Land Mammals,Dall Sheep,Dall Sheep,Dall Sheep,Terrestrial
86,Land Mammals,Small Land Mammals,Porcupine,Porcupine,Porcupine,Terrestrial
87,Land Mammals,Small Land Mammals,Weasel,Weasel,Weasel,Terrestrial
88,Land Mammals,Small Land Mammals,Wolf,Wolf,Wolf,Terrestrial
89,Land Mammals,Small Land Mammals,Fox,Fox,Red Fox,Terrestrial
90,Land Mammals,Large Land Mammals,Brown Bear,Brown Bear,Brown Bear,Terrestrial
91,Land Mammals,Small Land Mammals,Squirrel,Squirrel,Unknown Squirrel,Terrestrial
92,Land Mammals,Large Land Mammals,Bison,Bison,Bison,Terrestrial
93,Land Mammals,Large Land Mammals,Unknown Large Land Mammal,Unknown Large Land Mammal,Unknown Large Land Mammal,Terrestrial
94,Land Mammals,Small Land Mammals,Coyote,Coyote,Coyote,Terrestrial
95,Land Mammals,Small Land Mammals,Hare,Hare,Snowshoe Hare,Terrestrial
96,Land Mammals,Small Land Mammals,Hare,Hare,Unknown Hare,Terrestrial
97,Land Mammals,Small Land Mammals,Lynx,Lynx,Lynx,Terrestrial
98,Land Mammals,Small Land Mammals,Marmot,Marmot,Marmot,Terrestrial
99,Land Mammals,Small Land Mammals,Muskrat,Muskrat,Muskrat,Terrestrial
100,Land Mammals,Small Land Mammals,Squirrel,Squirrel,Tree Squirrel,Terrestrial
101,Land Mammals,Small Land Mammals,Wolverine,Wolverine,Wolverine,Terrestrial
102,Land Mammals,Large Land Mammals,Muskox,Muskox,Muskox,Terrestrial
103,Land Mammals,Small Land Mammals,Squirrel,Squirrel,Flying Squirrel,Terrestrial
104,Marine Mammals,Marine Mammals,Seal,Seal,Seal,Marine
105,Marine Mammals,Marine Mammals,Seal,Seal,Harbor Seal,Marine
106,Marine Mammals,Marine Mammals,Unknown Marine Mammals,Unknown Marine Mammals,Unknown Marine Mammals,Marine
107,Marine Mammals,Marine Mammals,Sea Otter,Sea Otter,Sea Otter,Marine
108,Marine Mammals,Marine Mammals,Seal,Seal,Unknown Seal,Marine
109,Marine Mammals,Marine Mammals,Stellar Sea Lion,Stellar Sea Lion,Stellar Sea Lion,Marine
110,Marine Mammals,Marine Mammals,Whale,Whale,Bowhead,Marine
111,Marine Mammals,Marine Mammals,Seal,Seal,Fur Seal,Marine
112,Marine Mammals,Marine Mammals,Whale,Whale,Unknown Whale,Marine
113,Marine Mammals,Marine Mammals,Seal,Seal,Unknown Seal Oil,Marine
114,Marine Mammals,Marine Mammals,Walrus,Walrus,Walrus,Marine
115,Birds and Eggs,Migratory Birds,Duck,Duck,Duck,Terrestrial
116,Birds and Eggs,Migratory Birds,Seabirds and Loons,Seabirds and Loons,Seabirds and Loons,Terrestrial
117,Birds and Eggs,Other Birds,Upland Game Birds,Upland Game Birds,Upland Game Birds,Terrestrial
118,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Seabirds and Loon Eggs,Seabirds and Loon Eggs,Terrestrial
119,Birds and Eggs,Migratory Birds,Geese,Geese,Geese,Terrestrial
120,Birds and Eggs,Migratory Birds,Crane,Crane,Crane,Terrestrial
121,Birds and Eggs,Migratory Birds,Swan,Swan,Swan,Terrestrial
122,Birds and Eggs,Other Birds,Unknown Other Birds,Unknown Other Birds,Unknown Other Birds,Terrestrial
123,Birds and Eggs,Bird Eggs,Upland Game Bird Eggs,Upland Game Bird Eggs,Upland Game Bird Eggs,Terrestrial
124,Birds and Eggs,Bird Eggs,Unknown Eggs,Unknown Eggs,Unknown Eggs,Terrestrial
125,Birds and Eggs,Migratory Birds,Duck,Teal,Teal,Terrestrial
126,Birds and Eggs,Migratory Birds,Duck,Wigeon,Wigeon,Terrestrial
127,Birds and Eggs,Migratory Birds,Geese,Canada Geese,Canada Geese,Terrestrial
128,Birds and Eggs,Other Birds,Upland Game Birds,Grouse,Grouse,Terrestrial
129,Birds and Eggs,Other Birds,Upland Game Birds,Ptarmigan,Ptarmigan,Terrestrial
130,Birds and Eggs,Migratory Birds,Duck,Goldeneye,Goldeneye,Terrestrial
131,Birds and Eggs,Migratory Birds,Duck,Scaup,Scaup,Terrestrial
132,Birds and Eggs,Migratory Birds,Shorebird,Unknown Shorebirds,Unknown Shorebirds,Terrestrial
133,Birds and Eggs,Migratory Birds,Duck,Bufflehead,Bufflehead,Terrestrial
134,Birds and Eggs,Migratory Birds,Duck,Harlequin,Harlequin,Terrestrial
135,Birds and Eggs,Migratory Birds,Duck,Mallard,Mallard,Terrestrial
136,Birds and Eggs,Migratory Birds,Duck,Long-tailed Duck (Oldsquaw),Long-tailed Duck (Oldsquaw),Terrestrial
137,Birds and Eggs,Migratory Birds,Duck,Northern Pintail,Northern Pintail,Terrestrial
138,Birds and Eggs,Migratory Birds,Duck,Teal,Green-Winged Teal,Terrestrial
139,Birds and Eggs,Migratory Birds,Duck,Wigeon,Unknown Wigeon,Terrestrial
140,Birds and Eggs,Migratory Birds,Duck,Unknown Duck,Unknown Duck,Terrestrial
141,Birds and Eggs,Migratory Birds,Geese,Canada Geese,Vancouver Canada Geese,Terrestrial
142,Birds and Eggs,Migratory Birds,Geese,Canada Geese,Unknown Canada Geese,Terrestrial
143,Birds and Eggs,Migratory Birds,Swan,Tundra Swan (whistling),Tundra Swan (whistling),Terrestrial
144,Birds and Eggs,Migratory Birds,Crane,Sandhill Crane,Sandhill Crane,Terrestrial
145,Birds and Eggs,Migratory Birds,Shorebird,Wilson's Snipe,Wilson's Snipe,Terrestrial
146,Birds and Eggs,Migratory Birds,Duck,Goldeneye,Barrows Goldeneye,Terrestrial
147,Birds and Eggs,Migratory Birds,Duck,Goldeneye,Common Goldeneye,Terrestrial
148,Birds and Eggs,Migratory Birds,Duck,Scaup,Unknown Scaup,Terrestrial
149,Birds and Eggs,Migratory Birds,Duck,Wigeon,American Wigeon,Terrestrial
150,Birds and Eggs,Migratory Birds,Geese,White-fronted Geese,White-fronted Geese,Terrestrial
151,Birds and Eggs,Other Birds,Upland Game Birds,Ptarmigan,Rock Ptarmigan,Terrestrial
152,Birds and Eggs,Other Birds,Upland Game Birds,Ptarmigan,Willow Ptarmigan,Terrestrial
153,Birds and Eggs,Other Birds,Upland Game Birds,Ptarmigan,Unknown Ptarmigan,Terrestrial
154,Birds and Eggs,Migratory Birds,Duck,Gadwall,Gadwall,Terrestrial
155,Birds and Eggs,Migratory Birds,Duck,Teal,Unknown Teal,Terrestrial
156,Birds and Eggs,Migratory Birds,Geese,Brant,Brant,Terrestrial
157,Birds and Eggs,Bird Eggs,Duck Eggs,Unknown Duck Eggs,Unknown Duck Eggs,Terrestrial
158,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Unknown Gull Eggs,Unknown Gull Eggs,Terrestrial
159,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Common Murre Eggs,Common Murre Eggs,Terrestrial
160,Birds and Eggs,Migratory Birds,Duck,Merganser,Common Merganser,Terrestrial
161,Birds and Eggs,Migratory Birds,Duck,Canvasback,Canvasback,Terrestrial
162,Birds and Eggs,Migratory Birds,Duck,Merganser,Unknown Merganser,Terrestrial
163,Birds and Eggs,Migratory Birds,Duck,Scaup,Lesser Scaup,Terrestrial
164,Birds and Eggs,Migratory Birds,Duck,Scoter,Surf Scoter,Terrestrial
165,Birds and Eggs,Migratory Birds,Duck,Scoter,Unknown Scoter,Terrestrial
166,Birds and Eggs,Migratory Birds,Geese,Unknown Geese,Unknown Geese,Terrestrial
167,Birds and Eggs,Bird Eggs,Shorebird Eggs,Black Oystercatcher Eggs,Black Oystercatcher Eggs,Terrestrial
168,Birds and Eggs,Bird Eggs,Shorebird Eggs,Unknown Small Shorebird Eggs,Unknown Small Shorebird Eggs,Terrestrial
169,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Glaucous Winged Gull Eggs,Glaucous Winged Gull Eggs,Terrestrial
170,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Unknown Seabird Eggs,Unknown Seabird Eggs,Terrestrial
171,Birds and Eggs,Migratory Birds,Geese,Emperor Geese,Emperor Geese,Terrestrial
172,Birds and Eggs,Migratory Birds,Geese,Snow Geese,Snow Geese,Terrestrial
173,Birds and Eggs,Other Birds,Upland Game Birds,Grouse,Spruce Grouse,Terrestrial
174,Birds and Eggs,Other Birds,Upland Game Birds,Grouse,Ruffed Grouse,Terrestrial
175,Birds and Eggs,Other Birds,Upland Game Birds,Grouse,Unknown Grouse,Terrestrial
176,Birds and Eggs,Migratory Birds,Duck,Scaup,Greater Scaup,Terrestrial
177,Birds and Eggs,Migratory Birds,Duck,Goldeneye,Unknown Goldeneye,Terrestrial
178,Birds and Eggs,Migratory Birds,Geese,Canada Geese,Lesser Canada Geese,Terrestrial
179,Birds and Eggs,Migratory Birds,Seabirds and Loons,Cormorants,Cormorants,Terrestrial
180,Birds and Eggs,Migratory Birds,Seabirds and Loons,Guillemot,Guillemot,Terrestrial
181,Birds and Eggs,Migratory Birds,Duck,Merganser,Red-Breasted Merganser,Terrestrial
182,Birds and Eggs,Migratory Birds,Duck,Scoter,White-winged Scoter,Terrestrial
183,Birds and Eggs,Migratory Birds,Geese,Canada Geese,Dusky Canada Geese,Terrestrial
184,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Tern Eggs,Tern Eggs,Terrestrial
185,Birds and Eggs,Bird Eggs,Seabirds and Loon Eggs,Unknown Tern Eggs,Unknown Tern Eggs,Terrestrial
186,Marine Invertebrates,Marine Invertebrates,Chiton,Chiton,Chiton,Nearshore
187,Marine Invertebrates,Marine Invertebrates,Clam,Clam,Clam,Nearshore
188,Marine Invertebrates,Marine Invertebrates,Limpet,Limpet,Limpet,Nearshore
189,Marine Invertebrates,Marine Invertebrates,Mussel,Mussel,Mussel,Nearshore
190,Marine Invertebrates,Marine Invertebrates,Sea Cucumber,Sea Cucumber,Sea Cucumber,Nearshore
191,Marine Invertebrates,Marine Invertebrates,Sea Urchin,Sea Urchin,Sea Urchin,Nearshore
192,Marine Invertebrates,Marine Invertebrates,Scallop,Scallop,Scallop,Marine
193,Marine Invertebrates,Marine Invertebrates,Cockle,Cockle,Cockle,Nearshore
194,Marine Invertebrates,Marine Invertebrates,Crab,King Crab,King Crab,Marine
195,Marine Invertebrates,Marine Invertebrates,Crab,Tanner Crab,Tanner Crab,NA
196,Marine Invertebrates,Marine Invertebrates,Abalone,Abalone,Abalone,Nearshore
197,Marine Invertebrates,Marine Invertebrates,Chiton,Red (large) Chiton,Red (large) Chiton,Nearshore
198,Marine Invertebrates,Marine Invertebrates,Chiton,Black (small) Chiton,Black (small) Chiton,Nearshore
199,Marine Invertebrates,Marine Invertebrates,Clam,Butter Clam,Butter Clam,Nearshore
200,Marine Invertebrates,Marine Invertebrates,Clam,Horse Clam,Horse Clam,Nearshore
201,Marine Invertebrates,Marine Invertebrates,Clam,Pacific Littleneck Clam,Pacific Littleneck Clam,Nearshore
202,Marine Invertebrates,Marine Invertebrates,Clam,Unknown Clam,Unknown Clam,Nearshore
203,Marine Invertebrates,Marine Invertebrates,Cockle,Basket Cockle,Basket Cockle,Nearshore
204,Marine Invertebrates,Marine Invertebrates,Cockle,Heart Cockle,Heart Cockle,Nearshore
205,Marine Invertebrates,Marine Invertebrates,Cockle,Unknown Cockle,Unknown Cockle,Nearshore
206,Marine Invertebrates,Marine Invertebrates,Crab,Dungeness Crab,Dungeness Crab,Nearshore
207,Marine Invertebrates,Marine Invertebrates,Crab,King Crab,Brown King Crab,Marine
208,Marine Invertebrates,Marine Invertebrates,Crab,King Crab,Red King Crab,Marine
209,Marine Invertebrates,Marine Invertebrates,Crab,Tanner Crab,Unknown Tanner Crab,Marine
210,Marine Invertebrates,Marine Invertebrates,Clam,Geoduck Clam,Geoduck Clam,Nearshore
211,Marine Invertebrates,Marine Invertebrates,Mussel,Blue Mussel,Blue Mussel,Nearshore
212,Marine Invertebrates,Marine Invertebrates,Octopus,Octopus,Octopus,Marine
213,Marine Invertebrates,Marine Invertebrates,Sea Cucumber,Unknown Sea Cucumber,Unknown Sea Cucumber,Nearshore
214,Marine Invertebrates,Marine Invertebrates,Sea Urchin,Green Sea Urchin,Green Sea Urchin,Nearshore
215,Marine Invertebrates,Marine Invertebrates,Shrimp,Shrimp,Shrimp,Marine
216,Marine Invertebrates,Marine Invertebrates,Unknown Marine Invertebrates,Unknown Marine Invertebrates,Unknown Marine Invertebrates,Marine
217,Marine Invertebrates,Marine Invertebrates,Clam,Razor Clam,Razor Clam,Nearshore
218,Marine Invertebrates,Marine Invertebrates,Crab,Box Crab,Box Crab,Marine
219,Marine Invertebrates,Marine Invertebrates,Crab,Tanner Crab,"Tanner Crab, Bairdi",Marine
220,Marine Invertebrates,Marine Invertebrates,Mussel,Unknown Mussel,Unknown Mussel,Nearshore
221,Marine Invertebrates,Marine Invertebrates,Scallop,Weathervane Scallop,Weathervane Scallop,Marine
222,Marine Invertebrates,Marine Invertebrates,Scallop,Rock Scallops,Rock Scallops,Marine
223,Marine Invertebrates,Marine Invertebrates,Sea Cucumber,Yein Sea Cucumber,Yein Sea Cucumber,Nearshore
224,Marine Invertebrates,Marine Invertebrates,Chiton,Unknown Chiton,Unknown Chiton,Nearshore
225,Marine Invertebrates,Marine Invertebrates,Crab,King Crab,Unknown King Crab,Marine
226,Marine Invertebrates,Marine Invertebrates,Crab,Unknown Crab,Unknown Crab,Marine
227,Marine Invertebrates,Marine Invertebrates,Scallop,Unknown Scallop,Unknown Scallop,Marine
228,Marine Invertebrates,Marine Invertebrates,Sea Urchin,Red Sea Urchin,Red Sea Urchin,Nearshore
229,Marine Invertebrates,Marine Invertebrates,Starfish,Starfish,Starfish,Nearshore
230,Marine Invertebrates,Marine Invertebrates,Squid,Squid,Squid,Marine
231,Marine Invertebrates,Marine Invertebrates,Clam,Pinkneck Clam,Pinkneck Clam,Nearshore
232,Marine Invertebrates,Marine Invertebrates,Crab,King Crab,Blue King Crab,Marine
233,Marine Invertebrates,Marine Invertebrates,Sea Urchin,Unknown Sea Urchin,Unknown Sea Urchin,Nearshore
234,Marine Invertebrates,Marine Invertebrates,Oyster,Oyster,Oyster,Marine
235,Marine Invertebrates,Marine Invertebrates,Oyster,Unknown Oyster,Unknown Oyster,Marine
236,Vegetation,Vegetation,Berries,Berries,Berries,Terrestrial
237,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Plants/Greens,Terrestrial
238,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Seaweed/Kelp,Nearshore
239,Vegetation,Vegetation,Wood,Wood,Wood,Terrestrial
240,Vegetation,Vegetation,Berries,Berries,Blueberry,Terrestrial
241,Vegetation,Vegetation,Berries,Berries,High Bush Cranberry,Terrestrial
242,Vegetation,Vegetation,Berries,Berries,Gooseberry,Terrestrial
243,Vegetation,Vegetation,Berries,Berries,Huckleberry,Terrestrial
244,Vegetation,Vegetation,Berries,Berries,Raspberry,Terrestrial
245,Vegetation,Vegetation,Berries,Berries,Salmonberry,Terrestrial
246,Vegetation,Vegetation,Berries,Berries,Strawberry,Terrestrial
247,Vegetation,Vegetation,Berries,Berries,Thimbleberry,Terrestrial
248,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Beach Asparagus,Terrestrial
249,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Goose Tongue,Terrestrial
250,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Wild Rhubarb,Terrestrial
251,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Devils Club,Terrestrial
252,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Hudson Bay Tea,Terrestrial
253,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Salmonberry Shoots,Terrestrial
254,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Spruce Tips,Terrestrial
255,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Wild Celery,Terrestrial
256,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Other Wild Greens,Terrestrial
257,Vegetation,Vegetation,Mushrooms,Mushrooms,Unknown Mushrooms,Terrestrial
258,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Black Seaweed,Nearshore
259,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Bull Kelp,Nearshore
260,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Red Seaweed,Nearshore
261,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Sea Ribbons,Nearshore
262,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Alaria,Nearshore
263,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Unknown Seaweed,Nearshore
264,Vegetation,Vegetation,Wood,Wood,Alder,Terrestrial
265,Vegetation,Vegetation,Wood,Wood,Other Wood,Terrestrial
266,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Giant Kelp,Nearshore
267,Vegetation,Vegetation,Berries,Berries,Low Bush Cranberry,Terrestrial
268,Vegetation,Vegetation,Berries,Berries,Crowberry,Terrestrial
269,Vegetation,Vegetation,Berries,Berries,Elderberry,Terrestrial
270,Vegetation,Vegetation,Berries,Berries,Currants,Terrestrial
271,Vegetation,Vegetation,Berries,Berries,Cloud Berry,Terrestrial
272,Vegetation,Vegetation,Berries,Berries,Nagoonberry,Terrestrial
273,Vegetation,Vegetation,Berries,Berries,Soapberry,Terrestrial
274,Vegetation,Vegetation,Berries,Berries,Twisted Stalk Berry (Watermelon Berry),Terrestrial
275,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Other Beach Greens,Terrestrial
276,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Fiddlehead Ferns,Terrestrial
277,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Nettle,Terrestrial
278,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Mint,Terrestrial
279,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Dandelion Greens,Terrestrial
280,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Sourdock,Terrestrial
281,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Wild Parsley,Terrestrial
282,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Wild Rose Hips,Terrestrial
283,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Yarrow,Terrestrial
284,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Sorrel,Terrestrial
285,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Fireweed,Terrestrial
286,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Plantain,Terrestrial
287,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Red Laver (Dulse),Nearshore
288,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Bladder Wrack,Nearshore
289,Vegetation,Vegetation,Wood,Wood,Spruce Pitch,Terrestrial
290,Vegetation,Vegetation,Berries,Berries,Blackberry,Terrestrial
291,Vegetation,Vegetation,Berries,Berries,Other Wild Berry,Terrestrial
292,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Eskimo Potato,Terrestrial
293,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Indian Rice,Terrestrial
294,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Lambs Quarter,Terrestrial
295,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Skunk Cabbage,Terrestrial
296,Vegetation,Vegetation,Wood,Wood,Spruce,Terrestrial
297,Vegetation,Vegetation,Wood,Wood,Cottonwood,Terrestrial
298,Vegetation,Vegetation,Berries,Berries,Serviceberry,Terrestrial
299,Vegetation,Vegetation,Wood,Wood,Bark,Terrestrial
300,Vegetation,Vegetation,Wood,Wood,Roots,Terrestrial
301,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Stinkweed,Terrestrial
302,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Unknown Greens from Land,Terrestrial
303,Vegetation,Vegetation,Mushrooms,Mushrooms,Chaga,Terrestrial
304,Vegetation,Vegetation,Plants/Greens,Plants/Greens,Wild Chives,Terrestrial
305,Vegetation,Vegetation,Coal,Coal,Coal,Terrestrial
306,Vegetation,Vegetation,Seaweed/Kelp,Seaweed/Kelp,Unknown Kelp,Nearshore
